PRES,TEMP,THCK,SWAT,POROM,POROF,PERMM,PERMF,FRACS,VLCH4,PLCH4,VLCO2,PLCO2,QINJ,QPROD,TPROD,PWFPROD,PFRAC,LX,LY,LWELL,LFRAC,SRVPORO,SRVPERM,SRVSPAC,T1,TINJ,Gi
5744.3,190.5,152.2,7.8,9.95,0.69,4.75E-06,0.000686,2.64,59.8,572.8,133.7,666.5,127.5,3979.01,11176,434.27,8368.1,4103.4,883.86,2943.6,489.8,0.97,0.0024,1.388,21.49,1.20E+04,1556099
6102.4,138,225.7,10.8,6.69,0.78,2.53E-05,0.000874,1.44,217.9,343.2,962.9,859,123.5,2985.6,16478.2,2385.86,7550.3,3342.9,645.78,2545,508.2,1.12,0.0031,0.629,22.18,1.70E+04,2091865
4860.2,138.2,242.4,9.1,5.58,1.45,8.93E-05,0.000575,2.65,243.3,764.1,516.3,556.5,127.4,1266.81,8187.2,410.9,6392.2,2916.4,335.03,2069.5,208.8,1.96,0.0014,1.605,21.5,8.60E+03,1098954
5658.4,148.8,290.4,8.7,6.19,1.19,1.04E-05,0.000697,1.81,242.6,710.3,920.9,962.8,282.2,7104.98,8000.5,2554.68,8275.8,4790.7,1047.87,3338.3,590.9,1.61,0.0071,1.123,9.71,9.50E+03,2682389
6985.5,144.6,163.9,13.8,6.41,1.51,6.36E-06,0.000378,1.74,165.9,408.6,623.8,908.3,182.8,8938.37,16218.8,2497.29,8135.6,5781.8,725.96,4712.2,492.7,2.24,0.0039,1.339,14.99,1.70E+04,3070290
7049.4,177,209.3,5.4,9.3,0.57,1.32E-05,0.000983,2.31,247.4,459.1,768.4,290.9,86.1,12447,13936.8,1014.33,10310.7,6605.4,1088.28,4671.1,673.1,0.72,0.0044,1.468,31.82,2.20E+04,1858555
3587.7,171.3,273.6,6.6,9.77,1.31,2.73E-05,0.000953,2.06,229,707.4,795.5,513.4,76.3,5159.54,16977.3,854.84,4893.7,3187.2,1292.67,2011.3,905.9,1.81,0.0111,1.068,35.89,2.30E+04,1761701
7700.4,187.4,209.6,8.9,7.66,0.84,5.03E-05,0.000165,2.89,231.1,747.8,1046.4,728.6,121,1578.17,16752.8,1796.47,10521.5,4433.9,801.72,3551.1,503.6,1.18,0.0007,2.088,22.65,1.70E+04,2080823
3782.4,163.7,252.7,12.2,8.24,0.63,1.93E-05,0.0007,2,169.3,210.6,720.3,359,285.2,1757.34,8727.9,949.5,4693.4,4082,1412.1,2700.2,815.2,0.81,0.0026,0.89,9.61,9.10E+03,2603341
3669.8,144.6,174.7,11.3,9.81,0.76,7.26E-05,0.000233,2.95,112.4,309.3,253,566.2,175.9,2656.65,9645.6,1305.91,4341.6,5415.9,873.74,4363.2,620.5,0.92,0.0026,1.341,15.58,1.00E+04,1828737
3044.1,143.8,131,7.7,9,1.04,4.66E-06,0.000964,2.38,134.4,450.5,716.8,611.9,182.6,8323.8,9932.4,724.43,4341.3,6014.6,1657.63,4827.2,953.6,1.29,0.0081,1.607,15,1.20E+04,2280679
4005,179.8,258.7,5.2,6.6,0.97,9.73E-06,0.000451,1.48,114.1,300.3,603.3,319.6,45.9,4089.62,10768.8,738.02,4665,4370.9,382.27,3472.2,228.9,1.25,0.004,0.967,59.72,2.10E+04,942370
7400.1,193.4,233.2,7.9,6.06,1.05,2.65E-05,0.000589,1.22,134.6,216.8,316.4,606.4,151.7,4361.75,10135.9,3107.86,10621.7,2761.4,854.48,2282.5,442,1.38,0.0045,0.748,18.06,1.10E+04,1682593
4923.1,155.1,241.9,13.9,7.43,1.77,3.67E-05,0.000295,0.94,224.9,555.8,1189.4,854.5,206.2,2809.48,12872.9,1238.17,6482.9,4593.7,1088.67,3372,776.3,2.2,0.0023,0.652,13.29,1.40E+04,2832995
5852.1,179.2,239.5,7.4,5.6,0.54,9.62E-05,0.000647,2.15,134,905.1,635.8,404.7,291.8,6785.33,9517.8,528,6857.4,3942.4,1595.81,2493,836.6,0.64,0.0053,1.422,9.39,1.10E+04,3068543
4978.9,163.5,261.6,5.9,8.33,0.99,2.07E-05,0.000829,1.23,191.9,746,825.1,305.2,70.5,3392.12,17457.7,1847.35,5837.4,4400,1161.61,3498.3,659.6,1.36,0.0032,0.888,38.86,2.10E+04,1487650
3236.4,167.7,234.4,9.3,5.76,0.94,6.19E-05,0.000472,2.75,226.3,410.2,531.5,303.3,212.9,3451.88,10872.8,335.53,4656,3968.9,1321.75,2829.6,800.8,1.19,0.005,2.059,12.87,1.20E+04,2532992
7089.3,183.3,255.3,10.5,5.94,1.35,5.86E-05,0.000462,2.04,123.1,208.5,492,370.3,52.3,1959.87,16667.2,885.05,8753,5461.7,514.8,3435.7,419.6,1.75,0.0009,0.943,52.35,1.90E+04,1015990
5310.1,158.2,293.5,12.5,6.79,0.89,3.71E-05,0.000924,1.98,191.7,544.8,506.9,637.2,161,14623.7,14216.8,2192.7,5996.1,6315.7,593.21,4430.7,466.7,1.16,0.0111,1.349,17.01,1.70E+04,2787411
4197.4,146.6,251.1,7.8,9.62,1.47,9.44E-05,0.001058,1.5,80.8,539.9,301,508.8,157.1,7771.3,14568.8,1218.75,4696.9,6246.9,969.08,4740.3,685.6,2.16,0.0058,1.074,17.44,1.70E+04,2727844
3749.7,138.7,173.6,11.4,6.75,1.28,5.43E-05,0.00086,2.56,128.1,687,297.9,530.7,77.9,7660.17,7883.3,838.11,4866,4741,306.32,3044.6,214.9,1.73,0.0085,1.96,35.15,1.20E+04,929233
3822.7,177,123.4,13.1,9.88,1.65,1.02E-05,0.001045,1,156.8,457.7,808.4,602.7,259.5,5281.54,11477.6,838.12,5519.6,6230.5,1303.03,3997,713.1,2.02,0.0045,0.532,10.56,1.20E+04,3220176
5631.6,169.6,242.2,7.1,9.7,1.19,1.20E-05,0.000452,2.21,118,558.9,640.8,332,182.2,6330.59,12616.2,1272.36,6895,4603.4,1049.88,3050.1,637.9,1.65,0.0049,1.187,15.04,1.40E+04,2626108
7906.8,141.3,224.7,13.2,5.82,1.74,8.85E-05,0.000864,2.1,103.4,707.7,363.6,210.1,94,14157.6,16954.8,1860.49,11635.5,4725.7,1484.93,3369.5,831.1,2.31,0.007,1.321,29.15,2.00E+04,1906614
4592,176.8,124,11.5,7.42,0.92,2.70E-05,0.000246,2.31,221.3,996.5,1243.4,404.5,203.5,2358.88,9114.7,207.3,6110.5,5596.6,1174.86,3734.5,771.1,1.36,0.0014,1.066,13.46,1.00E+04,2078804
5488.6,162,105.6,5.1,7.25,2,6.33E-05,0.000768,2.16,61.8,394.7,269.6,859.7,74.2,3593.98,16958.1,2715.26,6751.7,3354.5,856.62,2616.3,625.6,2.92,0.0044,1.596,36.93,1.80E+04,1305962
6004.4,139.8,146.5,13.1,5.72,1.69,1.55E-05,0.000455,2.44,82.9,983.4,333.2,478.8,124.6,7892.62,9923.2,540.3,8844.6,3801.9,1326.09,2541.5,904.7,2.08,0.0053,1.72,21.99,1.10E+04,1428793
3322,160.4,132.4,13.1,8.51,0.96,2.30E-05,0.000685,2.34,191,789.2,552.4,211.8,30.8,4138.05,12053.1,421.97,4472.7,7007.1,1110.89,4701.8,669.4,1.32,0.0032,1.754,88.86,2.20E+04,675430
7008.1,180.8,241.6,13.5,7.87,1.66,5.45E-05,0.000373,0.97,186.7,243.3,1119,701.1,126.7,5149.53,13272,250.56,7732.7,3320.4,462.26,2248,240.2,2.47,0.0034,0.524,21.62,1.60E+04,1974606
4432.6,178.4,261.4,5.9,8.05,0.72,3.95E-05,0.000764,2.58,57.2,773.8,141.3,864.9,267.4,4407.3,13854.1,187.34,6299.6,2853.6,1349.15,2025.3,771.7,0.88,0.0056,1.975,10.25,1.40E+04,3833211
6321.7,171.4,236.6,9.8,6.86,1.41,9.70E-05,0.000278,1.14,216.9,648.7,615.2,440.8,138.9,7611.45,9808.9,409.32,8669.7,5684.8,1512.35,4074.8,795.5,1.95,0.0032,0.677,19.73,1.40E+04,1903187
3308,155.6,153,11.2,6.02,1.58,2.72E-05,0.001086,1.56,138.3,937.7,436.2,225.6,159,5854.67,13680.8,1342.6,3823,6297,293.68,4040.2,228.3,2.06,0.0076,0.868,17.24,1.50E+04,2332020
4774.5,173.6,120.7,10.5,9.09,1.79,7.59E-05,0.000333,1.22,175.7,266.1,639.4,553.4,266.7,4346.6,7607.8,447.76,5259.9,3935.5,1136.64,2830.4,863.3,2.16,0.0034,0.682,10.27,8.30E+03,2214361
6625.2,158.3,248.1,11.7,8.8,1.5,7.03E-05,0.000156,1.76,96,562.4,325.6,501.1,181.3,1854.2,9589.3,1783.13,8383.4,3998.8,290.82,2501.6,215.9,2.11,0.0015,1.255,15.12,1.00E+04,1804366
5105.2,158.3,207.9,8,7.52,0.68,7.51E-05,0.000146,1.79,90.3,583.8,212.9,554.9,141.4,2074.9,17069,858.73,6582.8,5634.8,1149.85,3982.6,666.3,0.86,0.0012,0.839,19.37,1.80E+04,2482842
3741.8,169,162.1,6.8,7.87,1,7.63E-05,0.000359,1.77,225,255,1253.9,877.4,198.3,3159.4,16473,751.85,4506.5,4778.2,1447.93,3687.2,890.6,1.29,0.0031,1.288,13.81,1.70E+04,3402920
5624,128.6,118,9.6,8.64,1.09,4.44E-05,0.001066,0.98,99.3,988.9,335.1,663.6,159.1,16598.2,8961.1,1493.6,6732.2,4918.3,769.13,3332,532.9,1.35,0.0105,0.655,17.22,1.10E+04,1685687
5811.7,188.6,256,13.2,6.17,0.71,6.46E-05,0.000625,1.43,71.4,755.7,250.3,723.4,181.8,2748.38,14222.1,1369.17,6518.9,5148.2,599.85,3336.7,393.9,0.9,0.0019,0.592,15.07,1.50E+04,2669419
7527.8,170.7,139.6,10.1,9.24,1.13,7.98E-05,0.000508,2.76,141.3,395.1,673.7,618.2,207.1,7296.69,10853.3,738.39,7877.5,3904.2,498.61,2777.2,306,1.61,0.0035,2.188,13.23,1.10E+04,2379195
7176.5,153.6,169.1,11.8,9.68,1.25,2.54E-05,0.000973,1.04,186.8,254.9,874.4,992.9,148.2,11596.6,14183.9,1395.28,9946.1,5345.6,632.06,3401,327.7,1.57,0.0055,0.447,18.49,1.60E+04,2397185
4865.8,139.5,157.2,6.1,5.85,1.34,1.43E-05,0.000538,2.91,172,917.4,854.9,473.4,44.4,3397.36,8905.7,679.85,5383,3403,625.21,2365.3,323.5,1.64,0.0031,2.28,61.67,1.30E+04,579048
6717.7,145.7,129.9,13,9.77,1.82,2.26E-05,0.000849,2.48,219.2,582.8,586.2,260.8,243.7,16692.3,14772.9,412.33,7246.4,7059,1175.28,4708.4,594,2.72,0.0051,1.507,11.24,1.60E+04,3821806
3424.5,172.6,287.3,8.4,8.6,1.3,5.56E-05,0.000327,1.21,214,873.7,1135.3,205.1,44.2,1885.04,9059.9,1514.22,4261.3,7047.2,1401.05,4722.2,971.4,1.57,0.0026,0.584,61.93,2.40E+04,1077569
4930.5,179.9,281.1,7.3,9.34,1.42,4.44E-05,0.000692,2.33,118.3,378.2,624.5,983.5,58.6,3174.19,9030.7,1933.51,5803.2,4223.7,961.35,3446.5,660.7,1.74,0.0033,1.147,46.74,1.60E+04,938771
4069,172.8,127.8,6.1,6.47,1.66,4.50E-05,0.001079,2.51,123.5,591.5,654.6,654.7,99.4,9579.99,9720.5,463.86,5407,4525.7,1059.8,3291.2,816.5,2.28,0.0081,1.064,27.57,1.40E+04,1422010
6127.7,133,130.6,8.9,9.44,1.15,7.13E-05,0.000987,1.68,190.1,365.3,1054.1,627,166.7,18123.3,7319,2706.86,7108,6461.8,1109.75,4266.7,661.2,1.71,0.0112,0.987,16.44,1.00E+04,1693701
7139.8,176.7,128.2,5.6,6.53,1.08,2.86E-05,0.000786,2.34,169.1,498,978.8,474.2,35.7,7080.23,14169.2,2984.44,9136.4,4033.3,623.52,2842.1,409.9,1.4,0.0054,1.08,76.71,2.00E+04,697877
4032.3,195.9,271.7,6.1,5.18,1.74,8.05E-05,0.000409,3,159.3,375.8,594.5,280.9,196.1,1332.12,17482.4,978.58,4858.7,5689.4,1692.14,4238.1,941.1,2.11,0.0012,1.568,13.97,1.80E+04,3509199
5919.6,175.9,168.4,5.9,7.23,1.34,8.80E-05,0.001057,1.61,244.9,451.9,1137.3,849.6,144.5,4041.95,8315.8,1139.6,8310.8,4490.2,1009.53,2889.1,815.9,1.92,0.0029,1.275,18.96,1.00E+04,1474313
4804,164.9,291.4,6.7,6.71,1.61,9.03E-05,0.000192,1.62,187.5,423.4,514.1,699.6,56.3,983.235,16511.8,1822.51,6862.7,5035.5,1146.27,3657.6,802.2,2.15,0.001,1.197,48.7,1.90E+04,1050623
6086.1,133.8,238.3,8.9,5.53,0.86,1.34E-05,0.000145,1.49,187,290.9,993.9,276.8,79.3,1643.95,16423.3,1391.63,7568.2,2705,1145.63,2246.7,654.6,1.19,0.0015,0.973,34.57,1.70E+04,1354509
4271.9,161.1,273.8,9.7,8.34,1.23,9.41E-05,0.000493,2.31,225.5,275.2,909.8,359.3,267.5,3997.67,14080.6,94.87,5082.9,3658.2,1492.98,2463.9,859.5,1.72,0.0042,1.338,10.24,1.50E+04,3946354
4613.7,132.1,105.1,9.9,5.52,1.41,6.93E-05,0.000314,1.97,169,657.1,404.6,450.9,94.6,2856.17,16835.6,636.53,5289.6,6054.9,1071.61,4380.3,658.3,1.95,0.0014,1.358,28.97,1.70E+04,1649524
6589.4,197.4,238.6,5.3,9.97,1.66,7.36E-05,0.000514,2.35,72.9,934.7,428.6,787.1,231.6,6920.52,11121.4,2929.34,7625.2,4859.5,1039.64,3742.6,545.5,2.39,0.0052,1.193,11.83,1.20E+04,2889925
4034.5,170.2,179.7,6.5,9.72,0.78,2.03E-05,0.000429,2.11,50.6,515.6,166,210.8,227.2,2427.36,12163.6,2017.75,5938.4,4937.6,879.85,3905.3,512.9,0.94,0.0032,1.04,12.06,1.30E+04,2869983
7321.1,167.1,188.2,11.8,9.31,1.93,5.83E-06,0.00097,2.6,245,293,1010,499.9,106.5,7888.92,17476.7,3317.08,9271.7,6308.5,1173.1,4277,915.6,2.52,0.0046,1.229,25.72,2.00E+04,2125580
3473,123.3,183.1,8.9,8.59,0.56,3.85E-05,0.000446,1.67,94,696.2,386.5,927.2,180,4575.01,13346.8,477.64,3857,6502.6,964.47,4757,494.1,0.73,0.0032,0.966,15.22,1.40E+04,2545698
5102.9,157.7,231.7,6.5,9.05,1.33,4.20E-05,0.000565,2.87,101.9,333.5,411.5,457.6,284.1,3817.06,11713.8,2436.6,5651.2,4969.4,1018.55,3276.8,776.7,1.62,0.0045,1.533,9.64,1.20E+04,3449542
6677.7,198.6,217.2,9.6,8.74,0.92,8.20E-05,0.00049,1.08,105.9,809.2,493.6,931,342.7,9741.86,10386.3,28.26,8736.4,5524.7,1766.27,3463.5,977.4,1.11,0.0044,0.809,7.99,1.20E+04,3989132
4848.5,174.4,101.4,13.3,7.38,1.91,0.00010068,0.000515,2.04,196.2,629.6,467,836.7,130.1,6703.79,11584.3,1085.37,7172.5,6050.1,1493.9,3849.6,860.4,2.54,0.0044,1.247,21.05,1.30E+04,1681457
3261.7,179.9,132.5,9.3,9.9,1.04,1.09E-05,0.000955,1.94,170.6,970.6,422.5,475.4,42.8,10467.4,8145.1,331.15,4186.5,5528.3,1392,4314.5,766,1.38,0.0093,1.187,64.05,2.10E+04,884311
6414.6,126.1,288.6,7.9,7.19,1.23,8.22E-05,0.000125,1.93,166.1,455.2,751.4,619.1,45.7,2771.05,16339.4,473.99,7841.9,6582.3,669.81,4313.7,440.8,1.65,0.0011,1.272,60,2.00E+04,935119
6316.2,193.5,109,8.5,5.96,1.06,2.31E-05,0.000576,1.22,65.5,369.7,213.6,671.4,44,3652.42,17196.7,63.9,8712.4,3167.7,721.17,2444.1,529.9,1.27,0.0021,0.766,62.29,1.90E+04,815013
6924.3,122.4,298.6,12.3,9.96,1.98,6.11E-05,0.000385,1.15,57.1,692.5,287,344.3,89.1,5804.68,13847.5,187.44,8688.4,6679.9,569.43,4619.3,394.6,2.53,0.0019,0.795,30.77,1.80E+04,1593041
5162.9,152.7,249.5,5,5.64,0.62,4.64E-05,0.001062,2.51,83.4,475.6,319.3,609.9,166.6,9211.15,14142.6,698.28,6051.7,4904.2,1607.48,3367.1,920.9,0.92,0.0063,1.386,16.45,1.60E+04,2636593
3197.3,187.4,199.7,13.3,5.52,0.51,2.32E-05,0.000955,2.18,84.2,438.6,463.7,427.8,142.9,9809.13,13953.1,561.22,3653.6,7000.5,1841.66,4591.1,924.6,0.63,0.01,1.55,19.17,1.80E+04,2578989
7480.4,165.8,299.6,10.6,7.17,1.08,5.24E-05,0.000396,2.83,135,419.9,774.3,380.7,109.6,2117.77,12726.7,2424.02,10889.3,2505.8,587.09,2013.2,392.6,1.59,0.0022,1.974,25,1.40E+04,1501486
6534.3,129.5,139.4,7.7,7.13,1.27,9.91E-05,0.000923,2.73,170.4,284,960.2,673.2,84.2,16280.7,9220.8,2174.89,9266.4,4395.4,701.69,3199.6,492.8,1.86,0.0104,1.354,32.55,1.40E+04,1163363
6447,133.7,181,12.3,7.09,1.66,1.42E-05,0.000939,2.94,240.8,304.8,1306.2,368.1,282.7,9606.45,13175.3,1777.95,8056.1,4187.2,1136.53,3161.4,763,2.4,0.0062,1.52,9.69,1.40E+04,3908959
7324,169.7,132.7,7.8,9.29,1.44,8.65E-05,0.000726,2.16,202.3,393.2,955.2,752.6,137.7,4729.15,9498,511.46,8762.2,3613.8,415.6,2659.4,344.2,2.11,0.0023,1.477,19.89,1.10E+04,1468869
3927.5,137.1,204.1,6.4,7.56,1.04,4.45E-06,0.000641,1.31,153,518.6,586.3,580.7,209.3,10968.2,10934.2,339.59,5268.5,6586.9,1490.48,4341,993.4,1.43,0.0073,0.722,13.09,1.40E+04,2861210
6874.4,190.2,251.9,7,9.92,0.68,3.53E-05,0.000973,1.71,50.2,799.9,261.3,306.5,306.4,4364.52,10653.3,3429.86,7833.2,6141.3,444.87,4805.4,229.9,0.96,0.0027,1.221,8.94,1.10E+04,3384041
3776.1,152.3,257.7,10,9.18,1.39,1.70E-05,0.000617,2.1,160.8,320.9,353.8,561.9,251.2,2497.2,12995.3,487.17,5252.5,2756.9,976.28,2137,634.7,2.04,0.0039,0.928,10.91,1.30E+04,3359012
5302.7,130.8,143.8,13.1,5.93,1.18,9.12E-05,0.000674,2.3,208.5,834.7,800.5,909.2,156,4664.05,16355.3,993.54,6907.9,3419.1,1433.93,2628.3,966.3,1.53,0.0039,1.068,17.56,1.70E+04,2642087
7450.5,135.7,228.2,9.8,8.21,0.74,6.89E-06,0.000216,2.12,217.2,783.4,1116.5,370.8,78.8,1758.27,16011.2,2008.39,10786.5,3740.3,773.38,2776.4,421,1.08,0.0012,0.868,34.78,1.70E+04,1321931
3805.2,120.1,238.7,13.4,8.82,1.6,1.59E-05,0.000313,1.47,165.5,211,562.2,499.7,170.3,2714.51,16193.9,1194.83,5637.6,6691,1143.22,4211.6,615.7,2.39,0.0025,1.14,16.08,1.70E+04,2887494
3746.8,177.3,176.3,12.4,8.63,0.83,1.41E-05,0.000595,1.02,65.8,959,197,281.2,193,7118.69,13641.8,934.54,5234.5,6541.4,1179.03,4713.2,644.2,1.01,0.0058,0.505,14.19,1.50E+04,2987417
3460.8,148.5,248.5,9.2,8.58,0.78,5.17E-05,0.001013,1.26,248.9,288.1,1066.6,358.5,41.1,6096.92,17120.3,1185.06,5078.1,4991.8,1170.28,3442.8,799.2,1,0.0087,0.751,66.6,3.40E+04,1388473
5642.7,145.5,111.6,10.5,7.27,1.46,7.15E-05,0.000425,1.34,173.3,677,772.2,768.6,151.9,7223.42,10637.2,2000.62,6560.2,4707.8,1367.86,3654.8,926,2.05,0.005,0.614,18.04,1.20E+04,1797486
7055.2,189.3,277.3,11.5,8.66,0.63,7.65E-05,0.000677,1.69,100.2,445.4,303.6,223.9,72.2,5817.27,14650.6,3520.56,9330.7,3782.4,695.61,2604.4,565.3,0.77,0.0066,1.301,37.95,1.80E+04,1329094
7169.2,130.1,150.2,9,5.99,0.71,3.22E-06,0.000844,2.83,55.8,235.9,210.4,543.3,66.3,13589.6,17574.5,3242.37,9585.9,4805.6,738.91,3958.6,466.5,0.88,0.008,1.296,41.34,1.90E+04,1280664
7070.6,176.1,105,6.7,7.03,1,4.84E-05,0.00099,1.89,206.9,902.2,563.4,736.4,47,9996.46,10366.1,3122.43,9248.4,4264.1,1221.02,2905.3,808.5,1.21,0.008,1.275,58.29,1.50E+04,683312
7012.4,184.9,233.6,9.8,5.99,0.79,8.95E-05,0.000477,0.99,230.9,951.9,737.3,258.3,186.3,7481.69,17183.6,2384.54,7505.3,4175.4,731.3,3101.1,486.3,1.09,0.0053,0.789,14.71,1.80E+04,3331479
5180.9,158,123.1,12.7,6.11,1.67,0.000100767,0.000286,1.21,88.7,824.9,516.7,733.2,79,2513.49,13434.7,2200.76,6181.8,5642.2,362.28,3935.5,294,2.16,0.0019,0.933,34.66,1.40E+04,1126761
5049.6,128.9,237.4,8.2,9.1,1.83,8.84E-05,0.000236,2.19,93.7,585.7,291.4,598.9,115.9,1297.99,12926.1,2151.46,7364.8,4913.4,295.5,3345.4,204.4,2.41,0.0013,1.138,23.63,1.30E+04,1549146
6116.8,188.1,161.3,12,9.49,1.78,6.93E-05,0.000551,1.55,226.3,594.9,1340,764.7,280.9,8840.6,11611,1866.92,6783.7,4469.6,1262,3655.7,721.1,2.63,0.0055,1.225,9.75,1.30E+04,3546330
6203.2,188.1,231.6,9,5.08,1.82,9.93E-05,0.000546,1.22,149.7,298.4,705.2,302.7,77.9,6187.11,18182.6,1769.55,6937.6,4936.4,1141.02,3228.7,759.2,2.23,0.0044,0.781,35.16,2.20E+04,1729164
4690,175.8,278.8,6.6,8.79,1.56,1.10E-05,0.000107,2.44,70.8,384,168.1,821.9,75.2,401.503,9111.9,1117.43,5227.7,5639.5,634.25,3709.3,485.1,2,0.0003,1.406,36.44,9.70E+03,728184
4569.8,153.6,122.6,13.1,6.73,1.95,5.37E-05,0.001038,2.31,147.3,602,630.9,464.3,216.4,17499.7,14005.1,1252.08,5037,6073.5,866.4,4631.2,645.2,2.85,0.0105,0.94,12.66,1.50E+04,3308863
5743.5,150,124.5,10.5,7.69,1.5,6.14E-05,0.001055,1.52,139.6,600.8,476.2,392.5,338.2,16079.5,8968.9,1122.92,8564.3,4891,1276.42,3571,728.8,2.23,0.0089,0.62,8.1,9.80E+03,3329507
3854.8,194.7,202.1,11,7.86,1.63,3.43E-05,0.001088,1.51,92.7,466.3,279.5,328.3,200.8,2083.61,8921.9,1614.12,5049.8,3754.4,1161.89,2652.4,706.2,1.96,0.004,1.153,13.64,9.70E+03,1943675
3197.5,198.9,233.6,10.2,5.97,0.67,2.92E-05,0.000842,2.62,211.6,563.1,561.6,388.5,248.5,5511.1,8714.6,202.41,4144.4,4860.5,1092.32,3485,842.8,0.91,0.0068,1.912,11.03,1.10E+04,2735970
4969.1,137.4,102.2,9.3,5.43,1.57,7.15E-06,0.000967,2.09,246.7,773.3,1003,917.3,101,6086.44,14634.1,2297.69,6225.5,5209.7,1208.92,3853.4,896.6,2.34,0.0054,1.537,27.13,1.60E+04,1577278
5629.4,165.6,216.9,6.4,7.09,1.86,3.29E-05,0.001009,1.65,91.1,351.7,409.6,589.8,145.9,10417.4,14090.5,2748.42,6694.7,7037.6,572.36,4727.3,315.4,2.47,0.0075,0.761,18.78,1.70E+04,2416016
7543.1,129.1,238.8,8.4,8.98,1.21,1.29E-05,0.000648,2.13,189.6,310.7,644.8,280.5,212.9,8230,13138,1463.79,9518.8,3573.8,669.29,2530.5,379.3,1.72,0.0053,1.355,12.87,1.40E+04,2939429
4513.4,155,189.8,8.6,5.86,1.13,1.91E-05,0.000967,2.95,117.6,915.2,597,977.4,117.6,5253.91,17823.1,1028.49,5511.7,3922.7,605.74,2781.4,375.8,1.48,0.0053,2.056,23.3,1.90E+04,2220699
3538.9,164.6,163.9,5.3,8.3,1.24,9.67E-06,0.000679,1.73,84.3,589.2,341.8,524.4,156.2,3981.92,14138.7,126.54,4771.4,6869.3,1224.88,4744.7,978,1.75,0.0027,0.978,17.53,1.60E+04,2467543
4477.1,143.4,108.8,13.8,9.69,1.24,7.59E-05,0.000282,2.87,113.7,427.6,451,792.9,186.4,4689.2,10506.1,31.21,5236,4215.1,398,3080.9,229.5,1.52,0.0029,1.502,14.7,1.10E+04,2032202
6462.8,177.9,136.9,7.5,9.39,1.98,7.87E-05,0.000415,2.11,168.6,920.7,904.6,546.3,87.3,3094.52,15523.6,2058.07,8056.3,4814.8,722.13,3293.6,431,2.92,0.0019,1.314,31.39,1.70E+04,1459686
6853.6,198.3,226.5,9.8,8.17,1.62,8.03E-06,0.000413,0.94,71.1,901.7,380.7,812.6,53.1,2549.34,8759.4,1832.47,7688.5,3797.6,655.74,2962,358.1,2.02,0.0017,0.624,51.61,1.40E+04,723026
4877.1,186,116.2,10.1,5.86,0.72,7.48E-05,0.000731,2.45,209.8,971.5,672.1,389.9,189.9,4666.06,7342.5,1245.04,6195.3,6745.1,409.58,4583.2,228.1,0.92,0.0025,1.068,14.42,8.60E+03,1633609
7594.5,169.4,200.9,7.3,7.93,0.91,1.89E-06,0.000476,1.16,72.7,224.7,180.6,315.8,76.7,9216.07,17537.7,567.21,8943.4,4777.9,930.02,3269.6,763.9,1.24,0.004,0.761,35.73,2.10E+04,1599429
3725.7,138.1,223.9,6.2,7.79,1.55,1.81E-05,0.000474,0.92,71.6,689,240.4,615.2,270.1,2440.03,10088.6,1718.44,4393.3,3874.7,1278.04,2768.6,645.9,1.96,0.0046,0.471,10.14,1.00E+04,2825139
7714.4,189.5,270.3,6.1,9.1,1.91,4.20E-05,0.000401,1.51,187.2,876.2,759.5,769.7,157.6,3423.43,11992.1,2493.91,8706.9,2961,772.8,2214.7,599.9,2.56,0.0031,0.951,17.38,1.30E+04,2041829
6133.7,132.8,146.9,7.5,5.09,1.44,6.94E-05,0.000214,0.96,50.8,272.7,261,950.1,70.3,2394.71,9162.9,2503.73,7942.7,5728.3,672.6,4082.8,480.5,2.16,0.0015,0.453,39,1.10E+04,789160
4964.8,158.8,251.3,5.3,6.95,1.31,2.24E-05,0.000155,2.95,180.9,630.2,1006.5,968,156.4,1260.49,7459.6,2172.68,7054.8,5587.7,581.18,3522,465.1,1.85,0.0013,2.098,17.52,8.40E+03,1311407
3784,122.2,225.5,8,5.9,1.18,3.23E-06,0.000543,1.43,154.5,512.6,798.3,966.5,29.4,8183.53,15119.7,713.51,4745.2,7316.4,468.64,4880.8,317.4,1.42,0.0055,0.792,93.07,3.20E+04,931290
6054.7,126.7,200,9.7,7.81,1.74,6.28E-05,0.000105,2.63,194.7,772,1047.9,536.1,62.1,1315.9,14264,1391.44,6846.8,7232.7,1130.99,4954.2,685.1,2.26,0.0005,1.244,44.12,1.60E+04,983218
7337.8,166.4,211.5,6,5.99,1.52,8.32E-05,0.000304,0.91,232,933.3,1079.7,706.4,123,2060.1,17567.9,2552.99,9034.3,4602.3,831.47,3007.2,514,2.24,0.0014,0.529,22.27,1.80E+04,2221436
3567.9,140.8,146.6,12.5,5.41,1.45,3.94E-05,0.000447,1.65,233.3,560.6,591.2,587.9,70.3,1213.28,14176.9,1439.17,4367,3822,1208.06,2827.9,608.8,1.81,0.002,0.938,39,1.50E+04,1038133
7001.5,149.2,108.3,9.1,9.82,1.75,9.53E-05,0.000952,1.98,117.9,854.6,501.2,550.7,106.7,8627.57,17755.4,1524.56,8663.6,3316.6,1120.55,2287.8,825.1,2.6,0.0063,0.877,25.69,1.90E+04,1987997
