PRES,TEMP,THCK,SWAT,POROM,POROF,PERMM,PERMF,FRACS,VLCH4,PLCH4,VLCO2,PLCO2,QINJ,QPROD,TPROD,PWFPROD,PFRAC,LX,LY,LWELL,LFRAC,SRVPORO,SRVPERM,SRVSPAC,T1,TINJ,Gi
3831.2,136.7,220.4,13.2,8.08,0.63,6.18E-05,4.00E-04,2.92,170.8,251.8,496.1,828.3,150,6433.85,17765.2,824.58,5405.9,7105.3,714.35,4923.4,439.6,0.89,0.0044,1.693,18.2328553,18970.5,2822619.604
3512.2,169.2,291.1,10.6,7.48,1.91,6.37E-05,0.000454,1.48,162.4,244.6,898.6,677.5,150,1718.54,9270,1446.39,3911.6,3594.3,367.57,2769.9,228.8,2.45,0.0035,1.086,21.75226919,10962.35,1972964.18
6308,183,253.8,6.5,7.89,1.57,2.71E-05,0.000424,1.26,208.9,969.5,423.8,221.9,150,4660.86,14646,2332.38,7369.2,6581.9,1125.35,4245.6,815.1,1.97,0.0029,0.779,18.03013639,15709.16667,2543099.294
4981.3,155.3,216.1,11.7,7.83,1.67,9.72E-05,0.001072,1.98,109.2,225.1,467.3,432.3,150,8179.35,16040.4,2090.58,6741.1,5955.2,822.68,4223.3,621.4,2.5,0.0067,1.292,18.68028963,18589.16667,2717547.889
7747.1,158.2,267.5,13.1,8.36,1.25,2.09E-05,0.000211,2.71,217.4,777.4,1290.8,480.3,150,4680.7,15795.1,1552.71,9919.4,6462.5,1268.31,4359,885.7,1.65,0.0018,1.249,18.01596719,16908.16667,2666918.266
7858.8,184.9,282.6,8.1,7.63,0.67,9.51E-05,0.000597,2.35,52.8,550.5,240.7,209.3,150,5942.53,7331.2,3325.93,8825.5,4567.6,545.16,3205.9,327.4,0.96,0.0043,1.331,17.94975868,10659.4,1859694.381
7268.5,166.3,139.8,13.1,8.8,0.83,8.28E-05,0.000741,2.64,95.9,474.7,539.8,202.3,150,3523.68,16203.2,3588.13,9010.4,6630.1,891.75,4604.4,463.6,1.05,0.0019,1.718,18.29984691,17112.16667,2478467.775
3455.9,163.2,218.7,5.1,8.33,1.99,9.32E-05,0.000395,2.74,131.9,922.3,570.5,971.3,150,1332.08,16174.9,1705.03,4619.3,2773.2,1679.83,2255.1,978.3,2.4,0.0039,1.394,22.82596355,16941.66667,2572996.212
3579.3,137.5,165.3,6.1,7.36,1.07,7.46E-05,0.000949,1.48,193.6,537.8,837.5,947.4,150,11879.4,9887.4,261.67,4399.4,7146.8,990.16,4531,814.7,1.59,0.008,0.804,17.35036356,13990.16667,2354924.654
7844.1,165.5,177.3,11.3,8.03,1.83,3.68E-05,0.001036,2.83,137.7,311.6,304.7,697.7,150,11379.6,10206,3351.47,11097.6,4257.3,501.24,3286.6,330.9,2.39,0.0073,1.819,17.90196387,12942.63333,2148741.768
7978.4,182.4,173.3,7.4,6.27,1.19,1.95E-05,0.000208,2.53,100.6,994.1,510.4,969.1,150,5286.47,15186.5,874.75,8339.5,7708.7,1211.79,4900.3,664.5,1.45,0.0015,1.374,18.71942679,16264.83333,2617247.006
5994.6,147.9,166.5,7.5,6.79,0.82,7.71E-05,0.000552,1.48,213.3,506.1,1139.1,558.2,150,5975.75,9017.5,1483.19,7794.5,2819.7,1032.37,2028.3,609.9,1.11,0.0061,1.048,17.00687806,10916.86667,1993217.28
5734.3,172.6,171.3,13.6,6.06,1.37,1.96E-05,0.00024,1.87,167.2,346.4,940.2,444.7,150,4205.59,12991.6,809.31,6896,5789.6,1126.09,4616.9,580.2,1.97,0.0018,1.445,17.86967109,13984.33333,2255873.035
3828.5,156.7,120.3,6.8,8.79,1.24,8.19E-05,0.000212,2.74,67.6,697.6,308.1,371.3,150,1596.91,10828.5,387.46,4611.7,4226.9,860.07,2736.8,635.1,1.54,0.0016,1.197,19.26149888,11809.63333,1973595.973
7421.8,146.8,247.8,11.6,8.95,1.69,6.67E-05,0.00062,2.66,186.9,257.1,659.1,257.6,150,10137.8,9939.8,1665.27,10112.6,4691.3,926.92,3475.9,717.7,2.16,0.0052,1.874,18.22563783,13051.83333,2224765.546
3336.6,186.5,139.2,9.6,8.95,1.08,7.01E-05,0.000433,1.24,199.1,386.5,806.3,460.8,150,6002.84,17132.5,201.92,4224.7,5115.6,1399.56,4235.5,863.1,1.34,0.0052,0.686,18.85958906,18932.16667,2769991.208
5006.1,165,253.2,7.8,5.75,0.83,1.39E-05,0.000955,1.22,142.3,573.6,792.3,890.6,150,10064.8,16500.8,2000.28,7053,5080.3,1233.23,3455.8,967.1,1.15,0.0102,0.649,18.33974533,18826.16667,2811947.977
3751.1,174.2,232.5,8,7.31,1.93,1.93E-05,0.000892,0.92,74.8,280.9,196.7,521.5,150,3655.42,14841.5,1839.71,4508,3685.3,770.9,2479.9,450.1,2.6,0.0086,0.411,19.2769646,16443,2554535.992
4018.7,151.7,121.7,13.5,7.26,1.52,5.97E-05,0.000587,2.24,248.5,426.4,645.3,235.8,150,2340.98,10353.6,1988.58,5185.8,4662.5,1985.29,3878.9,998.8,1.89,0.003,1.6,19.35122686,11723.83333,1918037.194
5048.4,149.2,198.8,5.2,5.77,1.84,6.56E-05,0.000258,2.66,149.3,734.5,539.9,543,150,4195.36,12743.9,1272.06,6334.2,7247.1,889.75,4761.5,618.6,2.39,0.0023,1.675,18.6108984,14184.16667,2212659.415
6280.8,157,146.7,6.4,9.21,0.56,8.80E-06,0.00032,2.69,204,386.9,1219.8,790.1,150,3995.13,11824.4,289.37,8485,2778.3,1588.09,2064.7,858.3,0.84,0.0031,1.27,18.26524398,13072.66667,2132679.835
3292.8,175.7,230.9,10.7,9.43,0.73,6.31E-05,0.00067,1.26,189.5,451.7,741.6,238.5,150,863.273,16055.5,1619.24,3958.7,6520.5,1173.68,4262.9,832.6,0.91,0.0015,0.835,21.43425198,16894.16667,2436381.552
6541.8,188.1,261,10.3,5.44,1.59,9.76E-05,0.000768,2.44,235.5,661.7,620.7,591.1,150,9432.45,15324.9,2932.85,8935.3,5105.4,767.36,3346.9,484.3,2.11,0.0081,1.66,18.35786362,17145.66667,2625485.443
6621.1,194.3,263.1,6.6,7.94,1.75,8.63E-05,0.000156,1.11,184.7,940.5,858.6,337.8,150,1499.41,13955.6,3242.75,7734.8,5008.1,1640.81,4144.4,830.7,2.22,0.0011,0.742,23.05029679,15285.16667,2414659.012
3058.7,191.9,127.4,5.2,7.41,1,3.28E-05,0.000419,0.98,93.2,646.3,292.5,477,150,1376.34,15544.1,799.28,3866.3,6475.3,706.36,4588.4,359.6,1.42,0.0015,0.506,23.2639674,16217.66667,2464568.722
7922.9,178.2,137.6,5.2,9.06,1.78,9.23E-05,0.000736,2.06,157.8,604.9,802.2,703.4,150,17291.5,10463,1497,8534.1,4426.9,846.42,3237.7,441.3,2.57,0.0076,1.223,18.70313563,13822.26667,2087854.268
5813.7,199.7,104.1,13.5,6.24,0.94,8.34E-05,0.000709,2.91,89.2,497.2,286.3,730.9,150,4129.43,11991.1,1803.52,7504.8,4628.6,1409.65,2893.6,957.5,1.26,0.0034,1.432,18.92351001,12864.66667,2155841.408
5255.2,191.8,258.4,11.6,8.57,1.53,2.68E-05,0.001081,2.21,185.2,980.9,1063.1,752.1,150,13170.4,8824.1,658.02,6663.6,4792.7,746.42,3933.3,486.9,2.12,0.0078,1.122,17.58790127,14496.8,2371699.358
3608.8,165.7,159.3,7.9,6.74,1.96,8.55E-05,0.000721,1.65,203,802.6,1077.5,925.6,150,5975.22,12227.8,1198.9,4995.7,4559.7,1396.69,3605.1,795,2.9,0.0073,1.061,17.88683418,14325,2342301.829
5004.6,179.8,210.8,10.2,5.06,0.89,4.79E-05,0.000926,1.5,207,540.3,537.7,535.5,150,5351.48,7482,1867.94,5559.8,7078.8,506.99,4791.5,280.9,1.11,0.0036,0.612,17.88892792,11265.33333,2015638.161
6146.8,191,295.8,13.9,8.3,1.76,9.22E-05,0.000962,2.21,129.6,765.6,325.6,400.9,150,6466.54,13208.1,2325.62,8605.3,4466.3,634.17,3069.5,385,2.55,0.0059,0.938,17.9920155,15768,2386031.619
6017.2,183.3,291,9.1,9.13,1.41,4.22E-05,0.00018,0.95,233.7,767.1,1148.1,357.7,150,3216.97,8576.5,1364.31,6657.1,6647.3,1226.11,4327.1,845.8,1.92,0.0017,0.682,27.19752502,12399.38333,1946728.944
6695.4,180.5,297.4,12.6,7.26,1.62,5.66E-05,0.000594,1.6,75.1,723.3,386.5,693.9,150,7813.45,8273.9,3101.02,9733.5,5106.7,481.86,3833.6,359.6,2.34,0.006,1.046,17.66768102,12016.45,2033417.904
7543.8,196.3,138.1,6.5,9.08,1.79,3.11E-05,0.000767,2.62,190,401.1,406.3,955.2,150,4635.75,10110.3,2657.21,9723.3,5975.1,539.37,4273,361,2.28,0.002,1.575,17.97122725,11303.7,1789749.009
7181.2,130.9,229.2,13.8,8.28,0.92,9.80E-05,0.00065,2.78,230.7,509.6,685,499,150,6310.44,11635.7,3023.18,9753.8,5908.3,1057.79,4214.7,761.5,1.26,0.0036,2.176,17.64771425,13431.13333,2209124.771
5172.3,181.4,246.5,5.4,6.95,1.77,1.84E-05,0.000578,1.02,243.2,636.3,1255,580.9,150,2669.36,11222.1,2177.85,7250.1,6048.8,1754.59,3831.2,901.8,2.14,0.0025,0.535,18.05009881,13589.33333,2100949.582
7184,189,248.9,9.7,8.52,1.38,3.37E-05,0.000174,1.01,59.8,751.6,274.2,748.2,150,4636.98,12270.4,1265.41,10485.6,7047.3,1123.57,4477.1,659.4,1.76,0.0018,0.605,18.88794178,14337.83333,2251140.493
3974.9,154.1,281,9.6,6.48,0.66,1.47E-06,0.000759,1.19,197.7,545.7,479.4,786.6,150,4280.46,7953.5,1939.6,4662.9,5469.2,1308.9,4093.3,786.2,0.93,0.0057,0.68,17.67732454,12231.56667,1977707.097
3799.2,137.2,126.6,11.6,7.18,1.33,4.92E-05,0.000664,2.17,208,273.4,950.4,718.4,150,2463.07,16990.4,1477.7,4906.3,5587.5,1273.5,4435.3,800.7,1.93,0.0023,1.213,18.47906219,17347,2574137.917
4410.7,144.4,175,9,7.19,1.88,6.20E-05,0.000663,2.18,57.6,458,242.5,869.9,150,3816.39,15263.5,803.93,5191.5,4504.3,1117.72,2950.5,850,2.78,0.0035,0.964,18.28045412,16255.16667,2545284.796
3720.6,156.6,151.7,6.7,6.34,1.92,6.42E-05,0.000645,1.8,132.4,643.2,730.5,282.5,150,6721.83,11879.2,1050.99,4410.5,6513.2,1063.84,4230.2,560.2,2.47,0.006,1.111,17.9664463,14017,2298618.206
3278.6,121.8,218,7.5,6.77,1.53,2.79E-05,0.000894,2.53,134.8,268.4,696.4,936,150,9996.86,15589.2,72.84,3695.6,5101.8,367.09,4163.9,274.5,1.86,0.0078,1.09,19.71600568,18267.16667,2716411.817
3774.3,146.5,274.6,13.5,8.04,1.46,2.85E-05,0.000257,2.49,157.8,958.5,870.4,805.5,150,670.816,15511.1,197.73,5410.4,4365,820.18,3572.9,517.4,2.03,6.00E-04,1.291,22.37084483,16058.5,2311856.227
4719.8,193.1,193.4,5.8,6.52,0.74,8.32E-05,0.000807,2.89,127.7,569.4,275.3,824,150,5948.77,10743.1,665.05,5291.3,3868.1,1198.36,2683.7,753,1.02,0.0058,1.677,17.68427132,12604.86667,2115303.168
6731.2,142.8,108.8,10.1,9.45,1.49,5.75E-05,0.000105,1.95,207.9,267.3,941.6,382.8,150,822.748,12457.9,820.19,7796.3,5950.3,1352.67,4024.9,793,1.93,3.00E-04,1.277,20.91706875,13074.33333,2052566.775
5022.9,150.3,139.4,7.6,7.55,0.61,4.15E-05,0.000817,1.52,62.8,954.4,254.2,302,150,7859.43,15315.9,2241.44,6685.5,4957.4,500.4,3770.9,332.5,0.83,0.0067,0.993,18.38293806,16225.33333,2527877.248
7063.8,180.9,177.7,12.2,9.07,1.57,3.14E-05,0.000768,2.85,158.8,279.6,528.7,204,150,4772.6,16212,2389.53,10417.1,6809.5,1071.32,4281.4,806.1,1.9,0.0023,1.998,18.25541205,17609.33333,2625832.985
5737.3,148.4,175.9,7.9,9.78,1.17,4.48E-05,0.000235,2.26,111,336.4,324.9,684.3,150,3688.02,7988.4,488.39,6445.4,5632.5,1483.3,3766,968.2,1.62,0.0018,1.694,16.9120609,9642.816667,1964489.018
7063.2,172,123.2,10.3,9.56,0.97,3.65E-05,0.000666,2.52,203.1,908.4,1012.9,317.5,150,9153.65,7682.2,1801.46,8292.5,4086.4,893.73,2844.3,708.5,1.34,0.0056,1.209,17.99056394,10342.65,1776663.342
3492.4,164.6,171.7,11.8,8.67,1.13,4.18E-05,0.000787,1.66,238.5,993,554.6,742.6,150,6786.85,15596.5,1342.49,4381.4,4865.9,879.55,3710.6,609.4,1.48,0.0091,0.834,18.11956244,16984.16667,2609419.956
5768.1,148.6,237.5,5.3,9.49,1.82,8.04E-05,0.000526,1.97,160.2,790.2,848.1,483.1,150,5124.83,7540.8,493.64,6945.3,5660.9,898.33,4172.2,652.7,2.36,0.0023,1.269,17.45795152,10581.25,1832845.65
7671.7,198.9,231,5.1,8.31,0.52,6.37E-05,0.000188,2.44,222.1,316.7,1170.6,877.9,150,3507.81,10756.4,2234.46,9593.7,6453.2,1337.04,4218.6,993.2,0.72,0.0016,1.108,19.26069783,13043.33333,2004264.775
3520.8,197.3,174,5.8,5.47,1.19,8.10E-05,0.000962,1.32,126.3,763,407.5,565.4,150,5733.78,11455,1605.7,4104.1,5994.7,664.67,3961.4,530.1,1.49,0.0086,0.789,17.47665598,13846,2257928.016
7541.2,141.5,135.3,13.6,8.63,0.69,8.61E-05,0.000218,2.76,246.3,253.4,1376.7,797.8,150,3750.01,8816,549.03,9539.2,6978.9,1240.17,4819,890,0.86,0.001,1.606,19.7442421,10885.88333,1972256.584
6908.3,161,233.3,12.1,6.59,1.75,5.31E-05,0.000743,2.61,131.8,483.2,511.1,285.5,150,7294.6,12930.4,3283.07,8334.8,4266.1,1666.86,3421.9,976.8,2.2,0.006,1.261,18.20051997,14991.96667,2213820.376
5713.2,129.1,264.1,12.7,6.24,1.61,4.74E-05,0.000441,1.46,56.6,400.1,203.7,461.7,150,3312.83,14093,1899.43,7327.5,5094.7,1008.56,3334.6,757.1,2.33,0.0026,1.063,18.05449889,15219,2402387.258
5052.1,132.7,248.4,6.2,9.87,1.16,6.59E-05,0.000915,2.78,188.5,546.7,543,532.7,150,12194.9,9399.6,747.31,5658.6,5209.6,1416.36,3774.4,739.8,1.66,0.0075,1.801,17.2290204,14224.83333,2223903.196
6288.5,192.7,241.7,6.8,6.21,1.5,2.64E-05,0.000417,1.52,75.7,282.6,418.5,741.1,150,5390.77,8050,1768.67,8778.1,6246.9,749.94,4252.2,411.9,1.85,0.0029,1.09,17.42818095,11035.53333,1870156.758
3556.1,143.8,212.7,7.7,5.78,1.71,7.28E-06,0.000644,1.02,89.8,592.5,464.6,702.5,150,5092.59,8831.9,1192.14,4774.8,4346.4,1412.17,3076.5,805.6,2.56,0.0075,0.575,17.35667668,11472.41667,2086855.712
3287.7,186.2,269.6,10.2,8.48,0.9,1.17E-05,0.000389,2.95,217,759.8,740.6,944.3,150,3136.19,17811.2,552.42,4409,5638.3,476.5,3845.2,251.6,1.13,0.0037,2.143,19.08636988,18983.66667,2940375.751
7104.6,179.9,234.4,11.2,9.87,1.81,6.76E-05,0.000264,2.09,184.9,960.1,374.3,358.1,150,2178.6,15452.4,1272.63,9767.5,6584.7,406.39,4372.4,209.3,2.63,9.00E-04,1.19,20.71864864,16218.83333,2484004.957
6826.1,182,216.2,11.3,6.65,1.24,4.51E-05,0.000427,2.66,60,890.6,305.9,557,150,6678.76,8744.7,2802.75,8917.5,4855.6,1841.53,3524.6,980.2,1.67,0.0048,1.521,17.07471178,11342.35,1972313.435
3289.6,196,235.6,8.3,8.09,0.66,4.35E-05,0.000766,1.67,150,745.6,437,790.3,150,7745.22,11966.6,979.03,3827.1,6576.6,607.16,4608.5,337.2,0.87,0.009,1.024,17.85206247,15230,2477995.385
7100.9,145.6,227.9,10.9,7.41,1.18,3.52E-06,0.000829,2.54,159,200.4,369.9,735.4,150,5904.23,17626.8,2454.28,9521,5082.5,1604.48,3419,909.1,1.53,0.0037,1.467,19.50789041,18510.5,2858234.448
5776,134.9,168.7,10.2,6.6,1.34,8.55E-05,0.000144,1.64,223.6,664.9,815.3,337.2,150,2176.38,14097.4,2669.42,7580.1,6613.2,1010.2,4839.2,515.7,1.74,0.0013,0.684,18.40091753,15047.16667,2190323.758
7318,159,249.4,5,9.04,1.32,3.89E-05,0.000256,2.42,178.2,577.6,742.5,278.5,150,4226.56,9193.6,1498.5,9172.3,3566.3,1156.2,2622.7,595.6,1.69,0.0028,1.807,19.04901092,11086.05,1896435.642
6223.1,121.7,247.7,6.9,6.08,1.96,5.41E-05,0.000924,3,92.8,508.9,530.8,837.3,150,4698.43,9174.4,1095.76,7172.4,3309.3,621.67,2601,481.2,2.39,0.0035,1.811,18.45771227,10918.98333,2001795.106
6057.4,127.3,202,7.1,5.82,0.68,1.66E-05,0.00034,2.88,226.9,796.2,539.2,923.1,150,6539.37,14155.6,2262.67,7805.8,6413.3,1257.26,4561.8,762,0.91,0.0036,1.198,18.31756051,15486,2450989.6
6563.8,132,159.6,8.3,6.94,0.52,7.81E-06,0.000799,0.96,113.9,439.9,274.9,239.5,150,7449.6,17262.6,3071.26,7252.3,6627.7,601.52,4213.3,400.5,0.77,0.0046,0.533,19.09345892,18548.5,2725139.234
6114.7,160.2,284.9,8.3,8.37,1.34,2.28E-05,0.000605,2.17,80.6,728.1,411.8,585.3,150,3239.23,14063.1,1704.41,9057.2,3186,527.6,2292.4,301.3,1.75,0.0033,1.163,18.28216459,15217.5,2344313.676
4488.9,136.9,280.6,6.3,5.91,0.65,1.06E-05,0.000491,1.29,189.8,339.1,1018.6,824.6,150,5570.79,9728,440.62,6623.5,6382.8,365.2,4334.1,276.5,0.82,0.0033,0.703,18.09360185,12616.4,2136661.703
4786.4,135,247.6,9.9,6.08,1.21,2.43E-05,0.00067,1.36,133.1,560,334.4,719.7,150,4356.98,8973,1627.73,7040.2,3791.2,1429.21,2892.7,854,1.46,0.0048,0.987,18.30182687,11030.78333,1889739.456
5987.5,120.4,163.6,7.4,7.11,1.77,9.55E-05,0.001027,1.89,98.3,216,574.6,662.9,150,13924.7,14451.7,1067.26,8091.9,7352.1,539.49,4896.5,279.2,2.33,0.0052,1.477,18.75870221,15955.5,2542011.109
7630.5,187.7,200,5.6,7.59,1.89,5.99E-05,0.000754,2.79,180.9,978.7,982,620.9,150,17225.6,17878.8,1495.44,9615.9,6426.9,1264.96,4100.3,825.3,2.67,0.0069,1.866,19.2105904,20590.5,3046440.998
7303.7,142.7,289.9,9.3,7.75,0.98,1.85E-05,0.000741,2.76,176.9,737.4,500.1,878.2,150,5455.31,8104.6,2939.39,9686,5556.2,1007.95,3881.2,689.2,1.38,0.0034,2.044,16.92219502,11062.9,1994909.187
6583.7,121.4,273.3,8,7.15,1.89,3.35E-05,0.000563,2.68,120.5,762.4,315.1,212.1,150,2268.06,14801.2,2632.31,7601,3528.6,940.77,2797.7,704.5,2.83,0.0021,1.189,18.02712839,15165,2508929.553
5320.5,160.9,271.8,13.5,7.93,1.79,3.30E-05,0.000304,1.88,151.3,784.7,522.9,486.7,150,4958.7,8396.1,1426.09,6040.2,7435.6,512.68,4879.6,330.3,2.34,0.0027,1.222,17.38655675,11103.66667,1888653.023
3390.9,138.4,169.7,12.7,7.03,1.72,5.23E-05,0.000243,2.8,66.3,399.8,379.6,203.3,150,1038.55,8128.3,1610.79,4443.5,3899.4,311.17,3124,253.9,2.37,0.0019,2.175,21.95556373,9365.35,1672697.113
5174.5,131.7,151.7,7.1,6.01,1.21,3.60E-05,0.000491,1.15,180.1,556.7,975.3,387.8,150,3031.49,7520.3,1622.65,7608.8,6685.6,560.3,4682.6,455.5,1.5,0.0016,0.887,17.35138324,9532.5,1865482.74
6197.9,167.4,281.1,5.6,7.84,1.82,4.63E-05,0.000425,2.13,230,616.6,1180.3,886.5,150,5170.07,15315.2,1627.82,9205.8,4943.8,469.06,3600.8,280.4,2.19,0.0032,1.111,18.26618414,16633,2633013.355
4727.2,163.5,168.3,11.3,7.25,1.9,1.58E-05,0.000778,1.5,248.1,681.1,1210.7,921.8,150,8170.72,15411.4,1862.11,5836.9,4853.4,1505.73,3121,911.9,2.57,0.0091,1.164,19.79692187,17193.33333,2660901.621
6043.2,186.8,221,5.7,8.51,1.91,6.98E-05,0.001023,1.49,56.4,701.8,148.4,370.6,150,14885.4,8252.2,107.91,6546.5,3016.3,727.74,2325.5,421.1,2.47,0.0109,0.744,17.45293688,12335.86667,2261494.572
6107.6,131.7,212.9,8.8,8.72,1.19,3.82E-05,0.000307,1.48,67.7,371.2,307.3,348.7,150,3508.7,14405.9,520.16,8627.4,6588.9,903.79,4892.1,482,1.57,0.0012,0.667,18.62363497,15188.16667,2469100.902
5965.1,122.2,187.2,13.8,7.34,1.74,8.00E-06,0.000959,2.49,249.4,640.8,1385.6,422.4,150,21370,7891.7,335.06,7881.5,5809.7,1910.76,3931.6,967.4,2.33,0.0093,1.152,19.29334384,13895.06667,2241386.131
7039.4,185.2,295.4,10.3,9.35,0.65,2.62E-05,0.000362,2.16,186.2,541.9,646.3,641.8,150,3479.03,13476.8,2454.4,8695.9,2753.7,1306.59,2097.9,888,0.95,0.0039,1.18,18.11633321,14487.33333,2416322.457
3394.2,193,137.5,6.2,10,1.28,7.05E-05,0.00064,1.21,70.5,685.4,341.6,837.5,150,3691.73,15218.3,505.14,4385.2,4984.8,1703.97,3952.8,859.9,1.76,0.0037,0.922,18.06793255,16383.5,2503467.341
5358.2,125.2,183,13.4,8.91,0.85,5.25E-06,0.000815,1.79,126.5,776.1,291.2,432.9,150,3555.4,9068.8,892.27,6390.2,4493.1,1135.94,2870.1,757.2,1.23,0.0026,1.398,17.97344395,10592.2,1924078.614
